(VT("/net4") - VT("/net3")) X,(VT("/net4") - VT("/net3")) Y
7.004536657649894e-05,-0.0005324752855679904
7.004544201727056e-05,-0.0005324552864021115
7.004551153487072e-05,-0.000532436856004237
7.004562160322282e-05,-0.0005324076724779747
7.004570902386916e-05,-0.0005323844918778686
7.004578939570202e-05,-0.0005323631789639904
7.004588378561506e-05,-0.0005323381470905275
7.004599429970908e-05,-0.0005323088368582862
7.004613660424487e-05,-0.0005322710916009221
7.004633429181045e-05,-0.0005322186494483017
7.004662703035643e-05,-0.000532140977230755
7.004692986053146e-05,-0.0005320606080896351
7.004728621097909e-05,-0.000531966009611029
7.004774330486566e-05,-0.0005318446270083932
7.004838850272544e-05,-0.0005316732160318693
7.004945692030074e-05,-0.000531389170389529
7.005101669532974e-05,-0.0005309740534518159
7.005280589511674e-05,-0.0005304972336312996
7.005493781920205e-05,-0.000529928180416972
7.005759234756111e-05,-0.0005292182707641313
7.006110649474311e-05,-0.000528276148436202
7.006559959983604e-05,-0.0005270677268771617
7.00711953797257e-05,-0.000525556719294773
7.007831666610638e-05,-0.0005236241549038123
7.00872856245366e-05,-0.0005211748851114972
7.009474310896932e-05,-0.0005191254440388704
7.01e-05,-0.0005176737312861945
7.010080369183953e-05,-0.0005174512210377458
7.010171126318913e-05,-0.0005171998065693906
7.010286634149948e-05,-0.0005168796219374716
7.010517649812016e-05,-0.0005162384363766037
7.010754255100305e-05,-0.0005155805803471747
7.011031781219685e-05,-0.0005148074613319231
7.011393686093678e-05,-0.0005137968750077437
7.011819241269498e-05,-0.0005126050666084403
7.012404017727234e-05,-0.0005109612157012666
7.013186734575197e-05,-0.0005087498756057851
7.013910656293269e-05,-0.0005066934100681486
7.014691347764016e-05,-0.0005044636288029647
7.014863659859091e-05,-0.0005039697956048528
7.01520828404924e-05,-0.0005029803113614228
7.0152931505044e-05,-0.0005027362713079242
7.01546288341472e-05,-0.0005022477513214607
7.015505861768943e-05,-0.000502123959333467
7.015591818477391e-05,-0.0005018762626793905
7.015642694414665e-05,-0.0005017296095908286
7.015699772005521e-05,-0.0005015649696415991
7.015726508387061e-05,-0.0005014878264870681
7.015753226072284e-05,-0.0005015402765826682
7.015779201730288e-05,-0.0005015547529747533
7.015807800730129e-05,-0.0005014978553896654
7.015844543992738e-05,-0.0005013580959347674
7.015906418487664e-05,-0.0005011071798883826
7.015949798632605e-05,-0.0005009577402659282
7.015966736964013e-05,-0.0005009072254316127
7.015977820409516e-05,-0.0005008764962719514
7.015991121352165e-05,-0.0005008413464244743
7.016001371505072e-05,-0.0005008150341210271
7.0160121601103e-05,-0.0005007875730391742
7.016031772785896e-05,-0.0005007370252820831
7.016045671544504e-05,-0.0005007002910097924
7.016058081146054e-05,-0.0005006666789575398
7.016071866375551e-05,-0.0005006284251496407
7.016087462170151e-05,-0.0005005841449625681
7.016106401445249e-05,-0.0005005293439697134
7.016130373508726e-05,-0.0005004591199875286
7.016161846292411e-05,-0.0005003666151666142
7.016201007456938e-05,-0.0005002520529755472
7.016250273398129e-05,-0.0005001089929728142
7.016317391483909e-05,-0.0004999148903359618
7.016420984871417e-05,-0.000499615022484079
7.016568287223234e-05,-0.0004991876388384942
7.016743820433849e-05,-0.0004986776595987674
7.016947679694898e-05,-0.0004980847194910876
7.017186888757887e-05,-0.0004973879214669186
7.017457191216243e-05,-0.0004965991495693434
7.01772694261581e-05,-0.0004958105184091899
7.017979473236174e-05,-0.000495070910521811
7.01824392814931e-05,-0.0004942950092248211
7.018593029749664e-05,-0.0004932686150733723
7.019200361741202e-05,-0.0004914772034421144
7.020000000000001e-05,-0.0004891073759578646
7.02009912241024e-05,-0.0004888126402371462
7.020200021497706e-05,-0.000488512467847535
7.020346120864509e-05,-0.0004880775170654772
7.020570377203315e-05,-0.0004874090848501211
7.021018889880925e-05,-0.0004860692508645847
7.021776250459806e-05,-0.0004837978360907602
7.022975275979904e-05,-0.0004801788937820461
7.025305962330017e-05,-0.0004730647397466203
7.029967335030244e-05,-0.0004585273975845627
7.039290080430696e-05,-0.000428268038495272
7.057935571231601e-05,-0.0003634418778961646
7.095226552833411e-05,-0.0002202743595591805
7.145226552833411e-05,-1.243842825626729e-05
7.195226552833411e-05,0.0001959868909251483
7.245226552833411e-05,0.0003854701808461147
7.29522655283341e-05,0.0005376760330224606
7.34522655283341e-05,0.0006376995531400809
7.39522655283341e-05,0.0006756816496116258
7.44522655283341e-05,0.0006478275710222192
7.49522655283341e-05,0.000556794950143269
7.54522655283341e-05,0.0004114373712034158
7.59522655283341e-05,0.0002259372213659905
7.645226552833409e-05,1.841577491834556e-05
7.695226552833409e-05,-0.0001908423962948547
7.745226552833409e-05,-0.0003813765650555467
7.795226552833409e-05,-0.0005345539655967624
7.845226552833409e-05,-0.0006353947264463589
7.895226552833409e-05,-0.0006740390212884861
7.945226552833409e-05,-0.0006467128627587471
7.977613276416704e-05,-0.0005945491879806308
8.01e-05,-0.0005174404378436304
8.01058559877142e-05,-0.0005158135226972504
8.011203538561705e-05,-0.0005140915018810865
8.011697588580256e-05,-0.0005127097172048511
8.012186325691685e-05,-0.000511338009608453
8.012701638343046e-05,-0.0005098864275834281
8.01345457621712e-05,-0.000507755656623754
8.014199152885954e-05,-0.0005056370921967535
8.014760666236298e-05,-0.0005040318891611495
8.014903047124497e-05,-0.0005036238359517053
8.015187808900896e-05,-0.0005028064921759334
8.015266327742745e-05,-0.00050258083096133
8.015423365426443e-05,-0.0005021291314089016
8.015468266120111e-05,-0.000501999887763116
8.015558067507447e-05,-0.0005017412775036867
8.015622202198761e-05,-0.0005015564852406396
8.015667762038408e-05,-0.0005014251572570405
8.01570025477714e-05,-0.0005013314701429739
8.015733591061669e-05,-0.0005012353297064731
8.015760446087493e-05,-0.0005011578651716864
8.015786239333473e-05,-0.0005010834497880534
8.015816901758594e-05,-0.0005009949688048465
8.01585655022657e-05,-0.0005008805286446094
8.015894507340688e-05,-0.0005007709416651185
8.015933304787285e-05,-0.0005006588959455271
8.015968945925739e-05,-0.0005005559384259062
8.015979337195193e-05,-0.0005005259161248166
8.015992324993228e-05,-0.0005004883890127321
8.016003317968722e-05,-0.0005004566231805452
8.016014228903856e-05,-0.0005004250920479514
8.016032759213863e-05,-0.0005003715364804151
8.016046418629675e-05,-0.0005003320541414613
8.016058937054745e-05,-0.0005002958664959145
8.016072835945945e-05,-0.0005002556845294936
8.01608861455356e-05,-0.0005002100634907691
8.016107748535706e-05,-0.0005001547341720869
8.016131918457984e-05,-0.0005000848318792439
8.016163644893141e-05,-0.000499993057233139
8.016202705068123e-05,-0.0004998800403426262
8.016252059928079e-05,-0.0004997371925816729
8.016318941757117e-05,-0.0004995435378387647
8.016421687866359e-05,-0.000499245862555675
8.016568334952485e-05,-0.0004988206277509732
8.016743530789439e-05,-0.000498312039837856
8.016947906558509e-05,-0.0004977179603142812
8.017188439856008e-05,-0.0004970176989596009
8.017459155147891e-05,-0.0004962281754812281
8.017728851828334e-05,-0.0004954401572172529
8.017981128888208e-05,-0.0004947017146805788
8.01824588117075e-05,-0.0004939253836049318
8.018596068338789e-05,-0.000492896377775276
8.019206476066091e-05,-0.0004910968772955382
8.02e-05,-0.0004887464684251164
8.020098742720039e-05,-0.0004884530299926748
8.020199436515895e-05,-0.0004881536392165042
8.020344900096101e-05,-0.00048772082993076
8.020568752358422e-05,-0.0004870539868959689
8.021016456883063e-05,-0.0004857173403292059
8.021911865932345e-05,-0.0004830322410276366
8.023702684030911e-05,-0.0004776151321732591
8.027284320228041e-05,-0.0004665960590748419
8.034447592622302e-05,-0.0004438414616327879
8.048774137410824e-05,-0.0003956575451768973
8.077427226987868e-05,-0.0002902208851782717
8.127427226987868e-05,-8.745028320555903e-05
8.177427226987867e-05,0.0001228677171474235
8.227427226987867e-05,0.0003212900980333888
8.277427226987867e-05,0.0004887003275397817
8.327427226987867e-05,0.000608734580506809
8.377427226987867e-05,0.0006695817833204387
8.427427226987867e-05,0.0006652083695550814
8.477427226987867e-05,0.0005959708448957102
8.527427226987866e-05,0.0004685864307130139
8.577427226987866e-05,0.0002954755954740484
8.627427226987866e-05,9.354472408817927e-05
8.677427226987866e-05,-0.0001174705760849104
8.727427226987866e-05,-0.0003169389449886317
8.777427226987866e-05,-0.0004853541556106844
8.827427226987866e-05,-0.0006062456051574294
8.877427226987865e-05,-0.0006677914367199111
8.927427226987865e-05,-0.000663976428526114
8.963713613493934e-05,-0.0006201305060340445
9.000000000000001e-05,-0.0005438303526583699
9.000005614809094e-05,-0.000543816031552069
9.000009881600742e-05,-0.000543805149287202
9.000018415184039e-05,-0.0005437833856778429
9.000035482350632e-05,-0.0005437398568168827
9.000066841610098e-05,-0.0005436598608210552
9.00011713479988e-05,-0.0005435315165960297
9.000217721179443e-05,-0.0005432746581592873
9.000418893938569e-05,-0.0005427602801222342
9.000821239456821e-05,-0.0005417288606333059
9.001625930493325e-05,-0.0005396553670522497
9.002053081652459e-05,-0.0005385489423828105
9.002515960153525e-05,-0.0005373454749657558
9.002783834833643e-05,-0.0005366468777274758
9.003071576644593e-05,-0.0005358947283489179
9.003332392232115e-05,-0.0005352114091909943
9.003594455935193e-05,-0.0005345233332310073
9.003855753946186e-05,-0.0005338357858297726
9.003988277223041e-05,-0.0005334865174508874
9.004119405141791e-05,-0.0005331405476283191
9.004181444136736e-05,-0.0005329767356332393
9.004246972284436e-05,-0.0005328036194047758
9.004279942714735e-05,-0.0005327164810680074
9.004314026660159e-05,-0.0005326263751914695
9.004343054375098e-05,-0.000532549616428124
9.004370069858487e-05,-0.0005324781622977337
9.004401993073356e-05,-0.0005323937072114759
9.004449757508086e-05,-0.0005322673019692026
9.004510154822596e-05,-0.0005321073942041732
9.0045220086325e-05,-0.0005320760008498127
9.004533263219517e-05,-0.0005320461934377185
9.004540048064703e-05,-0.0005320282222489592
9.004546863478684e-05,-0.0005320101685559742
9.004554195312964e-05,-0.0005319907453695816
9.004565396144364e-05,-0.0005319610700642574
9.004573807083662e-05,-0.0005319387844349155
9.004582367412525e-05,-0.0005319161014816221
9.004592514534046e-05,-0.0005318892119690055
9.004604608726489e-05,-0.0005318571600765321
9.004620294539676e-05,-0.0005318155852687134
9.004641890553104e-05,-0.0005317583372919099
9.004667962126962e-05,-0.0005316892121050021
9.004697691247202e-05,-0.000531610371641511
9.004733703555842e-05,-0.000531514842779357
9.004779863915406e-05,-0.0005313923533400988
9.004844404931066e-05,-0.0005312210124734928
9.004949046148358e-05,-0.0005309430246032143
9.005102457448009e-05,-0.0005305350492132987
9.005318355719863e-05,-0.0005299600414023775
9.005573722304341e-05,-0.0005292786238899616
9.00587954971345e-05,-0.0005284607161903931
9.006256071978425e-05,-0.0005274509899972912
9.006731413201083e-05,-0.0005261719314806346
9.007333256018472e-05,-0.0005245455683930977
9.008128989745308e-05,-0.000522383436619922
9.008990703377061e-05,-0.0005200269096834464
9.00949535168853e-05,-0.0005186395712868386
9.010000000000001e-05,-0.0005172468756322601
9.010078744364704e-05,-0.0005170290267819677
9.010162593959789e-05,-0.0005167969264123773
9.010273961788385e-05,-0.000516488467690257
9.010439402229711e-05,-0.0005160297813147086
9.010715826245149e-05,-0.0005152621106121469
9.011222070331495e-05,-0.000513852062980158
9.012153663474718e-05,-0.0005112433592264765
9.014016849761163e-05,-0.0005059721669449235
9.017743222334053e-05,-0.0004952176157972943
9.025195967479834e-05,-0.0004728842555297152
9.037907616203916e-05,-0.0004323940687682715
9.056489180672625e-05,-0.0003682845033676774
9.085240197512004e-05,-0.0002596298151729126
9.131076229647466e-05,-7.148851781946242e-05
9.181076229647466e-05,0.0001388545979141842
9.231076229647466e-05,0.0003355868626073732
9.281076229647466e-05,0.0004999222681791871
9.331076229647465e-05,0.0006158435603491608
9.381076229647465e-05,0.000671947246285276
9.431076229647465e-05,0.0006626566849050608
9.481076229647465e-05,0.0005887997370561671
9.531076229647465e-05,0.00045753644490798
9.581076229647465e-05,0.0002816590500347438
9.631076229647465e-05,7.833831585046802e-05
9.681076229647464e-05,-0.0001325592337138026
9.731076229647464e-05,-0.0003304178289642579
9.781076229647464e-05,-0.0004958920249649168
9.831076229647464e-05,-0.00061280163109112
9.881076229647464e-05,-0.0006697165482425493
9.931076229647464e-05,-0.0006610764241323785
9.965538114823733e-05,-0.0006170023857723361
0.0001,-0.0005437378232555634
0.0001000000561480909,-0.0005437235048078026
0.0001000000988160074,-0.0005437126244094426
0.0001000001841518404,-0.0005436908640206184
0.0001000003548235063,-0.0005436473410087572
0.0001000006684641624,-0.0005435673489784243
0.000100001171555771,-0.0005434390020619961
0.0001000021777389881,-0.0005431821124417535
0.0001000041901054223,-0.0005426675909345757
0.0001000082148382907,-0.0005416358325314174
0.0001000162643040274,-0.0005395613831553625
0.0001000205313437285,-0.000538455792000514
0.0001000251641784637,-0.0005372507779621838
0.0001000278418130017,-0.0005365521154052644
0.0001000307175396427,-0.0005357999749422415
0.000100033325542948,-0.0005351162579749769
0.0001000359465607226,-0.0005344275980023738
0.0001000385632639441,-0.0005337385422570229
0.0001000398891098142,-0.0005333888269496434
0.0001000412003179108,-0.0005330425825500473
0.0001000418188150754,-0.0005328791282996903
0.0001000424724449115,-0.0005327062959084028
0.0001000428016467274,-0.000532619212616936
0.000100043141869851,-0.0005325291886357775
0.0001000434318387904,-0.0005324524417538168
0.0001000437020814396,-0.0005323808990440604
0.0001000440217070674,-0.0005322962619507265
0.0001000445012934918,-0.0005321692245203735
0.000100045103934913,-0.0005320095186818197
0.00010004522208157,-0.0005319781992139117
0.0001000453341248475,-0.0005319484966039845
0.000100045401993854,-0.0005319305027871035
0.0001000454699692902,-0.0005319124791920427
0.0001000455436661711,-0.0005318929370008441
0.0001000456535761247,-0.0005318637896623013
0.0001000457374259721,-0.0005318415514343755
0.0001000458231800972,-0.0005318188066156804
0.0001000459246944407,-0.0005317918796905463
0.0001000460457585731,-0.0005317597643346161
0.0001000462024981793,-0.0005317181805708504
0.0001000464179005295,-0.0005316610247407816
0.0001000466808197422,-0.0005315912468946138
0.0001000469798243231,-0.0005315118735702562
0.0001000473398744965,-0.0005314162687461987
0.0001000477966874256,-0.0005312949287072932
0.0001000484247899644,-0.0005311280144666419
0.0001000494227528349,-0.0005308626324722621
0.0001000508131327176,-0.0005304925301081731
0.000100052941246407,-0.0005299252240937857
0.0001000554815977195,-0.000529246715632592
0.0001000584942677573,-0.0005284402107401664
0.0001000621735736889,-0.0005274525373408778
0.0001000668165290928,-0.0005262019461633738
0.0001000726933339443,-0.0005246122650637286
0.0001000804443922956,-0.0005225041280607634
0.0001000892321942805,-0.0005200983448403473
0.0001000946160971402,-0.0005186162439501096
0.0001001,-0.0005171279659861305
0.0001001008133428984,-0.0005169025384517134
0.0001001016787514076,-0.0005166625458532526
0.0001001028366749102,-0.000516341229413575
0.0001001043323853178,-0.0005159257766569336
0.000100106520218765,-0.0005153172254583893
0.0001001106002787089,-0.0005141796587864178
0.0001001166336934085,-0.000512491084221578
0.000100126356258306,-0.0005097540635194964
0.0001001337762802053,-0.0005076520449716071
0.000100140735110344,-0.0005056703485364356
0.0001001486845299366,-0.0005033943900405458
0.0001001502251917711,-0.0005029517914616477
0.000100153183602526,-0.0005021005449248328
0.0001001538938717789,-0.0005018959076548146
0.0001001553144102846,-0.0005014863246577406
0.0001001556545228545,-0.0005013881992037561
0.0001001563347479944,-0.0005011918776387514
0.0001001567065536155,-0.0005010845418920162
0.000100157134660467,-0.0005009608968706836
0.0001001574607916168,-0.0005008666781856075
0.0001001577190820747,-0.0005007920462660742
0.0001001579926606249,-0.0005007129847665048
0.0001001583201184422,-0.0005006183341051962
0.0001001587818164357,-0.0005004848443186383
0.0001001591363634082,-0.000500382305847813
0.0001001594731702543,-0.0005002848718069774
0.0001001596022941656,-0.0005002475114135319
0.0001001597235431811,-0.0005002124264690266
0.0001001598718531553,-0.0005001695071766843
0.0001001599775061203,-0.0005001389297389913
0.0001001600797904403,-0.0005001093251537636
0.0001001602195544276,-0.0005000688693395094
0.0001001603756900347,-0.0005000236700432037
0.0001001605024765972,-0.0004999869633377507
0.0001001606334064407,-0.000499949053687665
0.0001001607796725041,-0.0004999066994555434
0.0001001609498386843,-0.0004998574189949423
0.0001001611585001317,-0.0004997969821696202
0.0001001614241663701,-0.0004997200215928199
0.0001001617729289996,-0.000499618967094051
0.0001001621952747085,-0.0004994965587070688
0.0001001627397528941,-0.0004993386993037419
0.0001001635021722613,-0.0004991175517075064
0.0001001647723519807,-0.0004987488614394131
0.0001001663666856861,-0.000498285617814842
0.0001001682155455361,-0.0004977477760577109
0.0001001703944758827,-0.000497113028481877
0.0001001729452870093,-0.0004963687302215192
0.0001001756922610104,-0.0004955657272887048
0.0001001783138452242,-0.0004947979624183585
0.000100180827261499,-0.0004940605791303732
0.000100183696741798,-0.0004932171847054079
0.0001001879389404967,-0.0004919673022800719
0.0001001939694702484,-0.0004901843375386683
0.0001002,-0.0004883941323996499
0.0001002008608010806,-0.0004881379433772093
0.0001002017755221334,-0.0004878655738251858
0.000100203015588977,-0.0004874961046881232
0.0001002050102770744,-0.0004869011799650824
0.0001002089996532693,-0.0004857089702405837
0.0001002169784056589,-0.0004833151418870418
0.0001002329359104383,-0.0004784900065728515
0.000100264850919997,-0.0004686895329653051
0.0001002972601187281,-0.0004585265682008899
0.0001003230203538756,-0.0004502841339797392
0.0001003478400863824,-0.0004421716400055953
0.0001003745256652918,-0.0004331239276362808
0.0001003902236698778,-0.0004275737926462408
0.0001004056149844135,-0.0004220112790238595
0.0001004122171596294,-0.0004194831222739115
0.0001004191319579978,-0.0004171180827723386
0.0001004214998723412,-0.0004162338177540192
0.0001004242581841235,-0.0004152112934210361
0.0001004254609253057,-0.0004147850962892274
0.0001004267289504525,-0.0004143170375356942
0.0001004278626744832,-0.0004138955829879887
0.0001004289395637795,-0.0004134974149783144
0.0001004302053059119,-0.0004130299630651368
0.0001004321197293669,-0.0004123221520875298
0.000100433358160108,-0.0004118638835182153
0.000100433967369662,-0.0004114607780310031
0.0001004349659808922,-0.0004110696348411658
0.0001004353906039309,-0.0004112288943767251
0.0001004358496255555,-0.0004111928348906613
0.000100436224043243,-0.0004110240377042107
0.0001004365611225384,-0.0004108312451616136
0.0001004369079214028,-0.0004106445976905793
0.0001004372518067373,-0.0004104898520944644
0.0001004376136643939,-0.0004103541491915497
0.0001004380346217493,-0.0004102103818344194
0.0001004385873115721,-0.0004100174288970138
0.0001004394293936673,-0.0004097029316352252
0.0001004406782539312,-0.0004092236250436976
0.0001004427314913778,-0.0004084418323162531
0.000100446837966271,-0.0004068775051107032
0.0001004515878895247,-0.0004050519385732088
0.0001004570372999184,-0.0004029397870264351
0.0001004637211958283,-0.0004003272516104328
0.0001004723878219759,-0.0003969076213177214
0.0001004834841262246,-0.0003924820288383479
0.0001004975325765086,-0.0003868107578539615
0.0001005147733945022,-0.0003797562875211824
0.0001005360984277535,-0.0003708993709516939
0.0001005623584856869,-0.0003598087162506314
0.0001005949287502143,-0.0003457909340147669
0.0001006352707956769,-0.0003280531716771673
0.0001006853900134957,-0.0003054798352120081
0.0001007495005397562,-0.0002758165831566739
0.0001008341897484591,-0.0002354328097184943
0.0001009156402601544,-0.0001949643275762636
0.0001009578201300772,-0.0001729159163517124
0.000101,-0.0001501437622026813
0.000101001,-0.0001495951552192842
0.000101003,-0.000148498587878354
0.0001010048556829962,-0.000147481836665575
0.000101006545361476,-0.0001465561981079944
0.0001010099247184355,-0.0001447085130350523
0.0001010166834323547,-0.0001410227308455969
0.000101030200860193,-0.0001337034787871616
0.0001010572357158696,-0.0001194137605768919
0.0001011113054272228,-9.246636489135263e-05
0.0001012194448499292,-3.976820303552842e-05
0.0001012899569874608,-5.738942698618743e-06
0.0001013731523256545,3.399019533922853e-05
0.0001014486726886784,6.900021530764633e-05
0.0001014675556209496,7.751975429326485e-05
0.000101505321485492,9.388985088243373e-05
0.0001015154646761077,9.808803288469115e-05
0.000101535751057339,0.0001060330871640591
0.000101541245991595,0.0001080591627211636
0.0001015522358601072,0.0001118458965991831
0.0001015552365768607,0.0001128098402873867
0.0001015612380103679,0.0001146085834504706
0.0001015628163283665,0.0001150506867255707
0.0001015659729643636,0.0001158870900350717
0.0001015679044410073,0.000116365917171235
0.000101569375156618,0.0001169082316581083
0.0001015708654202338,0.0001172306693610903
0.0001015720448039441,0.0001174741128917578
0.0001015730883414376,0.000117715100470539
0.0001015741926826825,0.0001179789131358078
0.0001015754937601791,0.000118285851274047
0.0001015769732752703,0.0001186315039769514
0.0001015784969812682,0.0001189873865092839
0.0001015796542266347,0.000119258129632982
0.0001015802150258084,0.0001193901363329974
0.0001015808988727784,0.0001195506014601833
0.0001015813814722189,0.0001196637583529281
0.0001015817780630114,0.0001197568484287981
0.0001015822928969168,0.0001198778442732529
0.0001015828177764298,0.0001200011981834503
0.0001015832518414684,0.0001201030656419189
0.000101583722127332,0.0001202131936555162
0.0001015842754247891,0.0001203424560387578
0.0001015850216740784,0.0001205165075568448
0.0001015862000889957,0.0001207913133978167
0.0001015883789119921,0.0001212999100403955
0.0001015925749192463,0.0001222795064170779
0.0001015967405107414,0.0001232505946857643
0.0001016011931252932,0.0001242851700808956
0.0001016066632446999,0.000125545808376426
0.0001016135835232451,0.0001271079199556269
0.0001016220714868586,0.0001289480488582129
0.0001016321577864852,0.0001310224432209406
0.0001016441350156739,0.0001333659863391734
0.0001016584846475764,0.0001360658780875657
0.0001016757560363103,0.0001392269558737613
0.0001016964982802823,0.0001429553020320107
0.0001017211651887709,0.0001473413144359448
0.0001017488131619446,0.0001522277512957526
0.0001017757908677271,0.0001569807452570515
0.0001018009465065796,0.0001614045766018535
0.0001018279623290651,0.0001661478916792358
0.000101865508373217,0.0001727246640887969
0.0001019325933904615,0.0001844019810772757
0.000102001,0.0001961546231181721
0.0001020101679894367,0.0001977171221314578
0.0001020198675753504,0.000199377769095177
0.0001020332466744438,0.0002016653744278951
0.0001020600048726306,0.0002062262603017562
0.0001021135212690043,0.0002152775113857253
0.0001022205540617516,0.0002330372503869249
0.0001024346196472462,0.0002667674432390577
0.0001028139523742045,0.0003184411851591129
0.0001033139523742045,0.0003655357560199413
0.0001038139523742045,0.0003838323171441171
0.0001043139523742045,0.0003704990039441469
0.0001048139523742045,0.000325723817437007
0.0001053139523742045,0.000252901756346402
0.0001058139523742045,0.0001583442304642357
0.0001063139523742045,5.065014041294447e-05
0.0001068139523742045,-6.016068995329249e-05
0.0001073139523742045,-0.000163653763804783
0.0001078139523742045,-0.000250023479776651
0.0001083139523742045,-0.0003110711955376377
0.0001088139523742045,-0.0003410223873445695
0.0001093139523742045,-0.0003371035020141022
0.0001096569761871022,-0.0003148786122562086
0.00011,-0.000277747431314701
0.0001100000561480909,-0.000277740131473303
0.0001100000988160074,-0.0002777345845181856
0.0001100001841518404,-0.0002777234911213178
0.0001100003548235063,-0.000277701303555089
0.000110000668245272,-0.0002776605501078055
0.0001100011709072094,-0.0002775951651299291
0.0001100021762310844,-0.00027746430740061
0.0001100041868788343,-0.0002772022512347316
0.0001100082081743341,-0.0002766767678314963
0.0001100162507653338,-0.0002756203167295634
0.0001100205299296372,-0.0002750552442223331
0.000110025151791799,-0.0002744426020204749
0.0001100278324462483,-0.000274086173948751
0.0001100307127595441,-0.0002737023002579164
0.0001100333211788019,-0.0002733538618249209
0.0001100359411781921,-0.0002730031105866448
0.0001100385581651081,-0.0002726519973987873
0.0001100398853138521,-0.0002724736469259526
0.0001100411977229464,-0.000272297081634898
0.000110041816971881,-0.0002722137049424589
0.0001100424713166894,-0.0002721255567161851
0.000110042800703411,-0.0002720811669663092
0.0001100431411757699,-0.0002720352693976746
0.0001100434312718662,-0.0002719961524555448
0.0001100437014714436,-0.0002719597101430438
0.0001100440209208687,-0.00027191661517878
0.0001100444996366568,-0.000271852013516094
0.0001100451028161474,-0.0002717705794517133
0.00011004522104044,-0.000271754613472952
0.000110045333361832,-0.0002717394438760401
0.0001100454012155368,-0.000271730279035598
0.0001100454692806353,-0.0002717210849303431
0.000110045542767901,-0.0002717111576793219
0.0001100456538062769,-0.0002716961564712683
0.0001100457377713333,-0.0002716848119237447
0.0001100458234296967,-0.000271673237808967
0.000110045924920088,-0.0002716595234704133
0.0001100460459200033,-0.0002716431713969403
0.000110046202706894,-0.0002716219807046283
0.0001100464183418799,-0.0002715928320038419
0.0001100466812469877,-0.0002715572866291982
0.0001100469803551875,-0.0002715168372138255
0.0001100473406743069,-0.0002714680968038952
0.000110047798002139,-0.0002714062131632389
0.0001100484272060515,-0.0002713210339555516
0.0001100494280803679,-0.0002711854489094723
0.0001100508228520676,-0.0002709963186853237
0.0001100529526112471,-0.0002707071086869295
0.000110055494060357,-0.0002703613362413648
0.0001100585091698545,-0.0002699501945835348
0.0001100621924509163,-0.0002694465790096245
0.0001100668407218572,-0.0002688088869438054
0.0001100727243500967,-0.0002679983124693752
0.0001100804855439631,-0.0002669232699399338
0.0001100892657625638,-0.000265699153180643
0.0001100946328812819,-0.0002649467521942395
0.0001101,-0.0002641912283565251
0.0001101008120741238,-0.0002640766123109817
0.0001101016761642408,-0.0002639545862874737
0.0001101028319105287,-0.0002637912689058552
0.0001101043260853841,-0.0002635799234396163
0.0001101065104993078,-0.000263270511862812
0.0001101105900486205,-0.0002626912895038469
0.000110116623426174,-0.0002618313853866017
0.0001101263845988149,-0.000260431935765526
0.0001101338015231045,-0.0002593617908954737
0.0001101407564912657,-0.0002583529940700657
0.0001101487063101552,-0.0002571936390218799
0.0001101502446368719,-0.0002569685283695389
0.0001101531968218035,-0.0002565358242876403
0.0001101539053832222,-0.0002564318336293336
0.0001101553225060596,-0.0002562236943242091
0.000110155661536039,-0.0002561738682240744
0.0001101563395959979,-0.0002560741798875998
0.0001101567101569101,-0.0002560196857306352
0.0001101571366001395,-0.0002559569451519028
0.0001101574618738837,-0.0002559090757965343
0.0001101577200505792,-0.0002558710745466097
0.0001101579938487578,-0.0002558307676865379
0.0001101583217324434,-0.000255782489105183
0.000110158784709107,-0.0002557142996779671
0.0001101591394788067,-0.0002556620325064873
0.0001101594760180449,-0.0002556124377217639
0.0001101596047270262,-0.0002555934669603577
0.0001101597254320431,-0.000255575674366959
0.0001101598728541913,-0.0002555539415241004
0.0001101599782411341,-0.0002555384041349473
0.0001101600806329981,-0.000255523307244987
0.0001101602212918569,-0.0002555025664483512
0.0001101603765815929,-0.0002554796659137715
0.0001101605032132277,-0.0002554609897444937
0.0001101606342563745,-0.0002554416611952881
0.0001101607806534346,-0.0002554200658642092
0.0001101609510704521,-0.0002553949244710196
0.000110161160071262,-0.0002553640867020146
0.0001101614262008569,-0.0002553248130288122
0.0001101617753754791,-0.0002552732728529072
0.0001101621983461185,-0.0002552108228865979
0.0001101627436209739,-0.0002551302876208084
0.0001101635077621404,-0.0002550173743496309
0.0001101647798596391,-0.0002548292678792308
0.0001101663758532369,-0.0002545930279853614
0.0001101682263618767,-0.0002543187825558846
0.0001101704071635183,-0.0002539951304569854
0.000110172959743072,-0.0002536156753329966
0.0001101757067605886,-0.0002532065608331635
0.0001101783273087625,-0.000252815552970187
0.0001101808410491882,-0.0002524398142900175
0.0001101837144320368,-0.0002520095192670713
0.0001101879684560562,-0.0002513709082963
0.0001101939842280281,-0.0002504646509593478
0.0001102,-0.0002495546864347276
0.0001102008597471687,-0.0002494243029229626
0.0001102017733731609,-0.0002492856803246735
0.00011020301160108,-0.0002490976916647014
0.0001102050042069846,-0.0002487948538372198
0.0001102089894187937,-0.0002481879669817832
0.0001102169598424121,-0.0002469693671922624
0.0001102329006896488,-0.0002445129774650834
0.0001102647823841223,-0.0002395244446558031
0.0001103285457730692,-0.0002292526716454191
0.0001104456437221276,-0.0002094214974031061
0.0001105970446829548,-0.0001820829483896169
