(VT("/net4") - VT("/net3")) X,(VT("/net4") - VT("/net3")) Y
0.001630154930437339,-4.369060020881221e-06
0.001630155321974743,-4.368081844452476e-06
0.001630156105049552,-4.366124678911731e-06
0.001630156556520369,-4.364995810357541e-06
0.001630157066619804,-4.363719911637531e-06
0.001630157431952916,-4.362805832602845e-06
0.001630157696765119,-4.362143114944317e-06
0.00163015796303056,-4.361476634295869e-06
0.00163015827809731,-4.360687839932709e-06
0.001630158705890997,-4.359616543769818e-06
0.001630159050389334,-4.35875360471627e-06
0.001630159395778932,-4.357888224504336e-06
0.001630159572331285,-4.35744578841657e-06
0.001630159696296132,-4.357135101829002e-06
0.001630159807837683,-4.356855527243297e-06
0.001630159918578171,-4.35657793818045e-06
0.001630160018026035,-4.356328639376628e-06
0.001630160132361832,-4.356041996000926e-06
0.001630160314908236,-4.355584299675641e-06
0.001630160448778348,-4.355248611753737e-06
0.001630160573643368,-4.354935476458266e-06
0.001630160712186818,-4.354588006183491e-06
0.001630160869526255,-4.354193353650615e-06
0.001630161060098691,-4.353715284954873e-06
0.001630161300154748,-4.353112991628549e-06
0.001630161614091176,-4.352325181145034e-06
0.001630162011575469,-4.35132746212652e-06
0.001630162512184197,-4.350070498482239e-06
0.001630163193435783,-4.348359254890966e-06
0.001630164233380729,-4.345745433065318e-06
0.001630165710890459,-4.34202855958965e-06
0.001630167471048261,-4.337595645553805e-06
0.001630169515570075,-4.332439749843431e-06
0.001630171914212231,-4.326381498831466e-06
0.001630174620464538,-4.319534239183298e-06
0.001630177315108903,-4.312703644426819e-06
0.001630179838769741,-4.306294991707205e-06
0.001630182490431539,-4.299549346997722e-06
0.001630186006852078,-4.290584973309919e-06
0.001630192155217876,-4.27485953147233e-06
0.0016302,-4.254700472827722e-06
0.001630200981783015,-4.252169239826742e-06
0.001630201985642294,-4.24957993905295e-06
0.001630203430831349,-4.245849514639133e-06
0.001630205656520929,-4.240097543961596e-06
0.001630210107900088,-4.228568259767584e-06
0.001630217707262993,-4.20880745988228e-06
0.001630229705711006,-4.177408031491581e-06
0.001630252951334417,-4.11588673832064e-06
0.00163029944258124,-3.990173837564726e-06
0.001630392425074886,-3.728510259870532e-06
0.001630574287094948,-3.180786906087363e-06
0.001630855028618506,-2.257814734063501e-06
0.001631346923227246,-5.030762970648084e-07
0.001631846923227247,1.318212221379511e-06
0.001632346923227247,3.010154844496071e-06
0.001632846923227247,4.410056015480279e-06
0.001633346923227247,5.381086426003989e-06
0.001633846923227247,5.827585999762519e-06
0.001634346923227247,5.705087888108196e-06
0.001634846923227247,5.02488195897044e-06
0.001635346923227247,3.852962390471504e-06
0.001635846923227247,2.303567735673084e-06
0.001636346923227247,5.279833064086858e-07
0.001636846923227247,-1.300285167094017e-06
0.001637346923227247,-3.002511269389885e-06
0.001637846923227247,-4.412256045194241e-06
0.001638346923227247,-5.391670825583006e-06
0.001638846923227247,-5.844999267701212e-06
0.001639346923227248,-5.727957335333045e-06
0.001639673461613624,-5.345353683239296e-06
0.00164,-4.73596239980445e-06
0.001640005878363558,-4.722884948016315e-06
0.00164001207349252,-4.709054540974478e-06
0.001640024463750443,-4.68118929819461e-06
0.001640026908605289,-4.675658117569981e-06
0.001640030379132563,-4.667787316003924e-06
0.001640033450457607,-4.660802994882474e-06
0.0016400360309191,-4.654921204716445e-06
0.001640038581134607,-4.649096056796864e-06
0.001640039900729429,-4.646077069292431e-06
0.001640041207094856,-4.643085127931101e-06
0.001640041824178431,-4.641670720673119e-06
0.001640042475755991,-4.640176474834945e-06
0.00164004280423186,-4.639422888530476e-06
0.001640043143552429,-4.638644209187248e-06
0.001640043432952925,-4.637979918120649e-06
0.001640043703055866,-4.637359780179651e-06
0.001640044022538757,-4.636626091514273e-06
0.00164004449944975,-4.635530517882458e-06
0.001640045122084909,-4.634099541656056e-06
0.001640045241759143,-4.633824415956056e-06
0.001640045350177081,-4.633575144241675e-06
0.001640045419107263,-4.633416651467215e-06
0.001640045487409888,-4.633259591990679e-06
0.001640045565183828,-4.633080744165241e-06
0.001640045667029748,-4.632846521523959e-06
0.001640045749092225,-4.632657784497951e-06
0.001640045835005763,-4.63246017456953e-06
0.001640045936930079,-4.632225720335725e-06
0.00164004606093884,-4.631940440091853e-06
0.001640046224031667,-4.631565204249455e-06
0.001640046461167396,-4.631019524525826e-06
0.001640046754296336,-4.630344851319634e-06
0.001640047080879307,-4.62959299052379e-06
0.001640047482340884,-4.628668471395869e-06
0.001640048016303699,-4.6274383498357e-06
0.001640048816654035,-4.62559353708869e-06
0.00164005025172117,-4.622282701927105e-06
0.001640051936374856,-4.618391139299405e-06
0.001640053893405238,-4.613863736846469e-06
0.001640056282777448,-4.608326474198066e-06
0.001640059343258403,-4.601218424049591e-06
0.001640063395938432,-4.591779179552447e-06
0.001640068430889081,-4.580009667742857e-06
0.001640074761922948,-4.565143938650706e-06
0.001640083085556705,-4.545487039209206e-06
0.001640091278180413,-4.526015310757359e-06
0.001640095639090206,-4.515600444010559e-06
0.0016401,-4.505150865474761e-06
0.001640101033054362,-4.502669415762384e-06
0.001640101918158428,-4.500542375218686e-06
0.001640102942670538,-4.49807873570407e-06
0.001640104991694757,-4.49314586292715e-06
0.001640107457250711,-4.487200186753526e-06
0.001640110277481404,-4.4803857315312e-06
0.001640113947844499,-4.47149558091553e-06
0.001640118223668873,-4.461108239706135e-06
0.001640123978967708,-4.447074789970529e-06
0.001640131951458627,-4.427536818063516e-06
0.001640139225998356,-4.409610104394446e-06
0.001640147016780762,-4.390306681978373e-06
0.00164014872915625,-4.386049413440674e-06
0.001640152153907227,-4.377519289278098e-06
0.001640152994074891,-4.375423487301688e-06
0.001640154674410218,-4.371228140565009e-06
0.001640155098491253,-4.370168535050567e-06
0.001640155946653324,-4.368048371672373e-06
0.001640156445415999,-4.366801015232014e-06
0.00164015700573944,-4.365399177475027e-06
0.001640157273069032,-4.36473016685035e-06
0.001640157538980166,-4.364064582373928e-06
0.001640157798746753,-4.363414256802756e-06
0.001640158086155256,-4.362694591142358e-06
0.001640158456287228,-4.361767572458319e-06
0.001640158877146419,-4.360713211193357e-06
0.001640159314414428,-4.359617409965821e-06
0.001640159666467468,-4.358734914999829e-06
0.001640159772689065,-4.358468605580867e-06
0.001640159912110103,-4.358119032321639e-06
0.001640160023656276,-4.357839324065083e-06
0.00164016013058513,-4.357571174340436e-06
0.001640160325872624,-4.357081389905204e-06
0.001640160465624215,-4.356730850751944e-06
0.001640160590383118,-4.356417887985131e-06
0.001640160729056843,-4.35606998827609e-06
0.001640160886169336,-4.355675788048075e-06
0.001640161077239095,-4.355196329353106e-06
0.001640161319579235,-4.35458812475531e-06
0.001640161638596449,-4.353787325106495e-06
0.001640162035146535,-4.352791652895149e-06
0.001640162535812673,-4.351534166557869e-06
0.001640163220619553,-4.349813471415942e-06
0.001640164283014123,-4.347142391836201e-06
0.001640165773662109,-4.343391254879592e-06
0.001640167543389785,-4.338932766634329e-06
0.001640169600095769,-4.333744394457995e-06
0.001640172013206917,-4.327647493251874e-06
0.00164017472577458,-4.320781840316812e-06
0.001640177413790732,-4.313965658475638e-06
0.001640179934222358,-4.30756299096835e-06
0.001640182602096836,-4.300773730037122e-06
0.001640186175242574,-4.291661348743148e-06
0.001640192491436678,-4.275499440931085e-06
0.0016402,-4.256196909580012e-06
0.001640200960513549,-4.253719873226203e-06
0.001640201952845521,-4.251159659629522e-06
0.001640203362587773,-4.247519869382543e-06
0.001640205545639309,-4.241876896182717e-06
0.001640209911742383,-4.2305665710618e-06
0.001640217408595297,-4.211070255610849e-06
0.001640229208338181,-4.180190576574816e-06
0.001640251874833627,-4.120216142267097e-06
0.001640297207824521,-3.997726393256684e-06
0.001640387873806307,-3.742994022282176e-06
0.00164056920576988,-3.197955153133591e-06
0.001640917513459123,-2.044732059447441e-06
0.001641417513459123,-2.479286627110611e-07
0.001641917513459123,1.565448111806589e-06
0.001642417513459123,3.226094252406497e-06
0.001642917513459123,4.573463415979973e-06
0.001643417513459123,5.475618225503354e-06
0.001643917513459123,5.84361562272484e-06
0.001644417513459124,5.640716402188772e-06
0.001644917513459124,4.886137781268118e-06
0.001645417513459124,3.653207435228012e-06
0.001645917513459124,2.062181151618603e-06
0.001646417513459124,2.684560149734949e-07
0.001646917513459124,-1.552657325820661e-06
0.001647417513459124,-3.223109753092146e-06
0.001647917513459124,-4.579554323980162e-06
0.001648417513459124,-5.489345419329439e-06
0.001648917513459124,-5.863530660565885e-06
0.001649417513459124,-5.66556422088027e-06
0.001649708756729562,-5.290009599256962e-06
0.00165,-4.735128523281062e-06
0.001650005575460086,-4.722730336581549e-06
0.001650011555900908,-4.709386732359988e-06
0.001650023516782551,-4.682508775610827e-06
0.001650026204315754,-4.676433782657696e-06
0.001650030194580139,-4.667389145396328e-06
0.001650033394322641,-4.660114751642297e-06
0.001650035912411662,-4.654376509316549e-06
0.001650038438927193,-4.648607082158307e-06
0.001650039795803506,-4.645503634881365e-06
0.001650041135903094,-4.642435166513081e-06
0.001650041774084451,-4.640972717462333e-06
0.001650042445371502,-4.639433579534114e-06
0.0016500427788631,-4.638668629208809e-06
0.001650043124938492,-4.637874595037061e-06
0.001650043417843553,-4.637202378532379e-06
0.001650043686868422,-4.636584826966939e-06
0.001650044001830461,-4.635861652335649e-06
0.001650044458121408,-4.634813647763636e-06
0.00165004509255964,-4.633355827898811e-06
0.001650045213818178,-4.633077113069817e-06
0.001650045329049195,-4.632812226956773e-06
0.001650045397393013,-4.632655110636819e-06
0.001650045467039364,-4.632494990275404e-06
0.001650045539193131,-4.63232909475586e-06
0.001650045657130628,-4.632057914344401e-06
0.001650045741185818,-4.631864624515813e-06
0.001650045824266136,-4.631673564237104e-06
0.001650045923515799,-4.631445302383241e-06
0.001650046042518026,-4.631171590441241e-06
0.00165004619973719,-4.630809933958702e-06
0.001650046428307842,-4.630284064166545e-06
0.001650046720738876,-4.629611128237343e-06
0.001650047040715381,-4.628874620715706e-06
0.001650047430927326,-4.627976189386374e-06
0.001650047945546749,-4.626790883976994e-06
0.001650048705773183,-4.625038975802909e-06
0.001650050041483205,-4.621958276551652e-06
0.001650051694417215,-4.618141312473512e-06
0.001650053609960703,-4.613711551249011e-06
0.001650055935535004,-4.608324386090601e-06
0.001650058890772224,-4.601464085318696e-06
0.001650062825601529,-4.592304555961491e-06
0.001650067735033146,-4.580836063805549e-06
0.001650073845960656,-4.566498557734278e-06
0.001650081888009371,-4.547525296993982e-06
0.001650090352460488,-4.527427144074281e-06
0.001650095176230244,-4.515914782787789e-06
0.0016501,-4.504359938595215e-06
0.001650100762957946,-4.502527932714884e-06
0.001650101580550167,-4.500563938636404e-06
0.001650102664474717,-4.497958458360429e-06
0.001650104832323817,-4.492741203954154e-06
0.001650107152520812,-4.487147902576538e-06
0.001650109837153666,-4.480663896577752e-06
0.001650113348010942,-4.472164690350056e-06
0.001650117565275923,-4.461925950272061e-06
0.001650123011672718,-4.44865568027808e-06
0.001650131290054614,-4.428383195476115e-06
0.001650138785901425,-4.409921227965796e-06
0.001650146372702508,-4.391133287429128e-06
0.001650148135857522,-4.386752346263734e-06
0.001650151662167551,-4.377973933156198e-06
0.001650152552248917,-4.375754678820343e-06
0.001650154332411649,-4.371311966622216e-06
0.00165015479620221,-4.370153575017355e-06
0.001650155723783331,-4.367835653162899e-06
0.001650156304574145,-4.366383547838026e-06
0.001650156741910389,-4.36528971725636e-06
0.00165015705577889,-4.364504487375243e-06
0.001650157373796926,-4.363708699495206e-06
0.001650157636255326,-4.363051806732798e-06
0.001650157899109078,-4.362393802415099e-06
0.001650158215117079,-4.361602572666712e-06
0.001650158631513784,-4.360559720195667e-06
0.001650158987875222,-4.359666980535692e-06
0.001650159353942456,-4.358749693844644e-06
0.001650159729244183,-4.357809022748071e-06
0.001650159833053647,-4.357548787359278e-06
0.001650159952942116,-4.357248220676624e-06
0.001650160061617607,-4.356975742636493e-06
0.001650160177794185,-4.35668443499182e-06
0.001650160352421134,-4.356246519066076e-06
0.001650160484089849,-4.355916295439854e-06
0.001650160611156383,-4.355597586380711e-06
0.00165016075281614,-4.355242240849933e-06
0.001650160915059833,-4.354835219544384e-06
0.001650161112739217,-4.354339236734006e-06
0.001650161363176579,-4.353710783444598e-06
0.001650161693301435,-4.352882191360763e-06
0.001650162101034968,-4.351858541751241e-06
0.001650162620332857,-4.350554375642801e-06
0.001650163339660191,-4.348747073334991e-06
0.001650164483273348,-4.345871886135555e-06
0.001650166021761563,-4.342000309298655e-06
0.001650167827738359,-4.337450304925383e-06
0.001650169933437735,-4.332137957474558e-06
0.001650172401191253,-4.325902327240172e-06
0.001650175132130987,-4.31898925867813e-06
0.00165017779624062,-4.312232819936312e-06
0.001650180307212054,-4.305853430919271e-06
0.001650183046169346,-4.298882309461405e-06
0.00165018688191829,-4.28909776672981e-06
0.001650193796314733,-4.271395616317619e-06
0.0016502,-4.255442791478714e-06
0.001650200873071778,-4.253191696390601e-06
0.001650201816800588,-4.250757414281381e-06
0.00165020308271505,-4.24748988137047e-06
0.001650205108044609,-4.24225657225108e-06
0.001650209158703727,-4.231768959916948e-06
0.001650216283040452,-4.213255325735688e-06
0.001650227281611849,-4.184504571957959e-06
0.001650247684948065,-4.13062976512002e-06
0.001650288491620496,-4.020813403338153e-06
0.001650370104965359,-3.793211931224505e-06
0.001650533331655084,-3.308620293296372e-06
0.001650859785034534,-2.243184362926698e-06
0.001651359785034534,-4.59809714303816e-07
0.001651859785034534,1.359958663904592e-06
0.001652359785034535,3.046821028807045e-06
0.001652859785034535,4.437885630093064e-06
0.001653359785034535,5.397010901075916e-06
0.001653859785034535,5.829697659942568e-06
0.001654359785034535,5.692877091512116e-06
0.001654859785034535,4.999295292629213e-06
0.001655359785034535,3.816305061521419e-06
0.001655859785034535,2.259269824556043e-06
0.001656359785034535,4.802560942263057e-07
0.001656859785034535,-1.34686821384733e-06
0.001657359785034535,-3.043467724062054e-06
0.001657859785034535,-4.443637727780114e-06
0.001658359785034535,-5.41045379209848e-06
0.001658859785034535,-5.849382589184771e-06
0.001659359785034535,-5.717541569749685e-06
0.001659679892517268,-5.33556508908184e-06
0.00166,-4.735881040662804e-06
0.001660005824347154,-4.722924580757848e-06
0.00166001198146631,-4.709180214446107e-06
0.001660024295704621,-4.681489509161807e-06
0.001660026780479874,-4.675868800152472e-06
0.001660030334566976,-4.667809204494944e-06
0.001660033427154887,-4.660776843801173e-06
0.001660035995801301,-4.654922221014601e-06
0.001660038543559887,-4.649102954168427e-06
0.001660039872921781,-4.64606175198945e-06
0.001660041188171549,-4.643049569486024e-06
0.001660041810789256,-4.641622519452326e-06
0.0016600424675858,-4.640116342269351e-06
0.001660042797393193,-4.639359717506508e-06
0.001660043138515561,-4.638576920124038e-06
0.001660043428832737,-4.637910536731127e-06
0.001660043698620908,-4.637291133535726e-06
0.001660044016842222,-4.636560358539654e-06
0.001660044487799322,-4.635478485948141e-06
0.001660045113648178,-4.634040158046915e-06
0.001660045233737168,-4.633764085992809e-06
0.001660045344046574,-4.633510471974134e-06
0.001660045411819456,-4.633354643068799e-06
0.001660045479780368,-4.633198373404923e-06
0.001660045555348405,-4.633024602185287e-06
0.001660045664633751,-4.632773276336266e-06
0.001660045747305775,-4.632583138874935e-06
0.001660045832159926,-4.63238796766241e-06
0.001660045933154009,-4.632155657713355e-06
0.001660046055492624,-4.631874223504084e-06
0.001660046216933613,-4.631502794838482e-06
0.0016600464523956,-4.630960980023247e-06
0.001660046744347433,-4.630289033968893e-06
0.001660047068632056,-4.629542484035909e-06
0.001660047466627334,-4.628625972946665e-06
0.001660047994911832,-4.627408971558111e-06
0.001660048783770147,-4.625590715123806e-06
0.001660050190627618,-4.622345137317296e-06
0.001660051864599631,-4.618478519624603e-06
0.001660053808695709,-4.613981394729905e-06
0.001660056178917133,-4.608489016844075e-06
0.001660059207556596,-4.601455705355306e-06
0.001660063222295253,-4.592106131573459e-06
0.001660068230545822,-4.580400950526808e-06
0.001660074480250077,-4.56572919960152e-06
0.00166008272754664,-4.54625772849937e-06
0.001660091004121577,-4.526591564468774e-06
0.001660095502060789,-4.515851292907769e-06
0.0016601,-4.505074091776251e-06
0.001660101050744087,-4.502550154494855e-06
0.001660101949658622,-4.50038991339774e-06
0.001660102992765059,-4.497881518350511e-06
0.001660105078977932,-4.492858930449373e-06
0.001660107561058405,-4.486873064646346e-06
0.001660110406105266,-4.479998150008768e-06
0.001660114105798091,-4.471036132214223e-06
0.001660118395439141,-4.460614103196647e-06
0.001660124277633817,-4.446268959235056e-06
0.0016601321980132,-4.426855108263794e-06
0.001660139424009071,-4.40904540921494e-06
0.001660147273979937,-4.389592436648826e-06
0.001660148963889517,-4.385390345085227e-06
0.001660152334410634,-4.376994172439197e-06
0.001660153154523477,-4.374948178620386e-06
0.001660154794749163,-4.370852625612542e-06
0.00166015520418311,-4.369829550876503e-06
0.001660156023051006,-4.367782512115781e-06
0.001660156501637299,-4.366585575121817e-06
0.001660157041610709,-4.365234624437164e-06
0.001660157422394971,-4.364281636748402e-06
0.001660157689207544,-4.363613733904259e-06
0.001660157956962151,-4.362943346603032e-06
0.001660158266479885,-4.362168239291364e-06
0.001660158682821766,-4.361125351071138e-06
0.001660159031740239,-4.360251114166047e-06
0.001660159382586721,-4.359371830631176e-06
0.001660159578919778,-4.358879690302686e-06
0.00166015969981687,-4.358576609186926e-06
0.001660159858823734,-4.358177950525288e-06
0.001660159971123887,-4.357896366213865e-06
0.001660160072503508,-4.357642146013418e-06
0.001660160206022375,-4.357307304081459e-06
0.001660160371068587,-4.356893353874014e-06
0.001660160499466636,-4.356571288832711e-06
0.001660160629852473,-4.356244208691962e-06
0.001660160775671003,-4.355878378881073e-06
0.001660160944804794,-4.35545400723214e-06
0.001660161152538141,-4.354932717109961e-06
0.001660161417541075,-4.354267603146056e-06
0.001660161770071301,-4.353382618615953e-06
0.001660162198796503,-4.352306060662059e-06
0.001660162754059537,-4.350911278372394e-06
0.001660163541188672,-4.348933137166e-06
0.001660164830130522,-4.345691536844498e-06
0.001660166441696941,-4.341634452620369e-06
0.001660168303949219,-4.336940599092287e-06
0.001660170487368567,-4.331429497961281e-06
0.001660173043948392,-4.324965913182766e-06
0.001660175789635636,-4.318011506798669e-06
0.001660178406092687,-4.31137218259714e-06
0.001660180922038377,-4.304976661373416e-06
0.00166018381820156,-4.297600999070283e-06
0.001660188141879406,-4.286562799382665e-06
0.001660194070939703,-4.271373513109467e-06
0.0016602,-4.256123576684701e-06
0.001660200853528456,-4.253922627261986e-06
0.001660201760692907,-4.251582436554102e-06
0.001660202988083588,-4.248414109619958e-06
0.001660204972617769,-4.243285971927691e-06
0.001660208941686132,-4.233009540444144e-06
0.001660215952995867,-4.214790664924806e-06
0.001660226717930422,-4.186655392368621e-06
0.001660246494607668,-4.134458101878735e-06
0.001660286047962161,-4.0281199049641e-06
0.001660365154671147,-3.807940299305201e-06
0.001660523368089117,-3.339826892823083e-06
0.001660839794925059,-2.311910983765486e-06
0.001661339794925059,-5.334924866318147e-07
0.001661839794925059,1.288059809256836e-06
0.001662339794925059,2.983562949143703e-06
0.00166283979492506,4.389387864067729e-06
0.00166333979492506,5.367989244220439e-06
0.00166383979492506,5.822977560132614e-06
0.00166433979492506,5.709107691709292e-06
0.00166483979492506,5.036882273712351e-06
0.00166533979492506,3.87156524150889e-06
0.00166583979492506,2.326791049167554e-06
0.00166633979492506,5.534266955820044e-07
0.00166683979492506,-1.275212406337545e-06
0.00166733979492506,-2.980342226566179e-06
0.00166783979492506,-4.395222759745465e-06
0.00166833979492506,-5.38148937678784e-06
0.00166883979492506,-5.842704617009531e-06
0.00166933979492506,-5.733804239627105e-06
0.00166966989746253,-5.350942165360806e-06
0.00167,-4.736182410702838e-06
0.001670005908087962,-4.723037887677251e-06
0.001670012124083465,-4.709159730165169e-06
0.001670024556074472,-4.681197635525436e-06
0.001670026983833132,-4.675704502021816e-06
0.001670030410738372,-4.667931936763736e-06
0.001670033469847858,-4.660974936454565e-06
0.00167003605682549,-4.655077920689976e-06
0.001670038607598201,-4.649251116317643e-06
0.001670039920325438,-4.646247650619273e-06
0.001670041220430445,-4.643269874815559e-06
0.00167004183364131,-4.641864269183671e-06
0.001670042481547704,-4.640378367115616e-06
0.001670042809087445,-4.639626892233295e-06
0.001670043147136422,-4.638851094362906e-06
0.001670043435897918,-4.638188238148544e-06
0.001670043706235764,-4.637567530885178e-06
0.001670044026638177,-4.636831696158694e-06
0.001670044507991542,-4.635725862511819e-06
0.001670045127472084,-4.634302065431584e-06
0.001670045246691249,-4.634027973127175e-06
0.001670045353960193,-4.633781331531139e-06
0.001670045423256131,-4.633621989214021e-06
0.001670045491438426,-4.633465197967368e-06
0.00167004557085389,-4.633282565169594e-06
0.001670045669488765,-4.633055716407597e-06
0.001670045751256387,-4.632867649068118e-06
0.001670045837782339,-4.632668622273073e-06
0.001670045940381316,-4.632432606177517e-06
0.001670046065585793,-4.632144562144447e-06
0.001670046230224746,-4.631765750495731e-06
0.001670046470014062,-4.631213936789891e-06
0.00167004676143979,-4.630543150252464e-06
0.001670047088667402,-4.629789766896764e-06
0.001670047492011719,-4.628860863942208e-06
0.001670048030061752,-4.627621259301051e-06
0.00167004884029275,-4.625753562415014e-06
0.001670050303202126,-4.622378243723801e-06
0.001670051992811132,-4.618474894302338e-06
0.001670053957900249,-4.613928429098024e-06
0.001670056361710736,-4.60835714455321e-06
0.001670059448590408,-4.601186944341862e-06
0.001670063510382549,-4.591725240477018e-06
0.001670068611476339,-4.579799212311997e-06
0.001670074961447165,-4.564886156854797e-06
0.001670083353261478,-4.545063804206606e-06
0.00167009149210145,-4.525715508352235e-06
0.001670095746050725,-4.515554420159162e-06
0.0016701,-4.505360305051553e-06
0.001670101019415453,-4.502911542081378e-06
0.001670101893700976,-4.500810448115899e-06
0.001670102903555941,-4.498382015105662e-06
0.001670104923265871,-4.493519714543481e-06
0.001670107371110647,-4.487616852566489e-06
0.001670110166507806,-4.480862627609383e-06
0.001670113807836882,-4.472043270586923e-06
0.00167011807193515,-4.461685122025827e-06
0.001670123731846541,-4.44788573905619e-06
0.001670131757536044,-4.428219788632504e-06
0.001670139078485076,-4.410180231673166e-06
0.001670146818335846,-4.391004637227525e-06
0.001670148547474929,-4.386706108139293e-06
0.001670152005753096,-4.378093154677742e-06
0.001670152861387798,-4.375958900570964e-06
0.001670154572657203,-4.371686511239758e-06
0.001670155008709004,-4.370597027847367e-06
0.001670155880812604,-4.368417053202123e-06
0.001670156403236572,-4.367110521208417e-06
0.001670156987697197,-4.365648271553724e-06
0.001670157255202445,-4.364978805293518e-06
0.00167015752407287,-4.364305794535284e-06
0.001670157783904248,-4.363655288663892e-06
0.001670158068190925,-4.362943420321841e-06
0.001670158432414495,-4.362031178484216e-06
0.001670159030668108,-4.360532271929785e-06
0.001670159471362852,-4.359427721478681e-06
0.001670159656873486,-4.35896265793545e-06
0.001670159766401497,-4.358688048933246e-06
0.001670159903192791,-4.35834505574384e-06
0.001670160007253674,-4.35808410981231e-06
0.001670160113406933,-4.357817897648886e-06
0.001670160296284047,-4.357359231210722e-06
0.001670160437223696,-4.357005705557526e-06
0.001670160561324841,-4.35669438836328e-06
0.001670160697641418,-4.356352395484819e-06
0.001670160851270674,-4.355966928937249e-06
0.001670161035827776,-4.355503808506356e-06
0.001670161267324087,-4.354922816141027e-06
0.001670161568513523,-4.354166770914603e-06
0.001670161950228643,-4.353208360230454e-06
0.00167016242567874,-4.352014242314795e-06
0.001670163065085902,-4.350407711628534e-06
0.001670164028861269,-4.347984837060892e-06
0.001670165456905135,-4.344391819621762e-06
0.00167016717823484,-4.340056126039826e-06
0.001670169171375852,-4.335029303526028e-06
0.001670171510327668,-4.329121454649254e-06
0.001670174184230646,-4.322355849017967e-06
0.001670176902848635,-4.315464305237882e-06
0.001670179444444632,-4.309009848046941e-06
0.001670182039646445,-4.302407654366291e-06
0.00167018534426666,-4.293983761005649e-06
0.001670190869925423,-4.27985587725388e-06
0.0016702,-4.256396802793105e-06
0.001670201059161617,-4.25366508771674e-06
0.001670202105416012,-4.250965405461216e-06
0.001670203681419125,-4.246895547010965e-06
0.001670206081340469,-4.240689995160807e-06
0.001670210881183155,-4.22824944168454e-06
0.001670218847848258,-4.207514247456245e-06
0.001670231687287206,-4.173869976753508e-06
0.0016702573661651,-4.105751958416448e-06
0.001670308723920888,-3.966271060251714e-06
0.001670411439432466,-3.674930309838231e-06
0.00167061687045562,-3.047785060994457e-06
0.001671027732501929,-1.659302433898446e-06
0.001671527732501929,1.553993898006922e-07
0.001672027732501929,1.949865814587781e-06
0.001672527732501929,3.554652225679078e-06
0.001673027732501929,4.814014142873191e-06
0.001673527732501929,5.604435077577463e-06
0.001674027732501929,5.84787773005857e-06
0.001674527732501929,5.519814705756687e-06
0.001675027732501929,4.651746724704253e-06
0.001675527732501929,3.328141390479544e-06
0.001676027732501929,1.678156791529162e-06
0.001676527732501929,-1.370171780479268e-07
0.001677027732501929,-1.939953063523348e-06
0.001677527732501929,-3.5543674148375e-06
0.001678027732501929,-4.822387899894309e-06
0.00167852773250193,-5.620015969487469e-06
0.00167902773250193,-5.869271857639191e-06
0.00167952773250193,-5.545833434261738e-06
0.001679813866250965,-5.110271737107652e-06
0.0016801,-4.507061918346267e-06
0.001680105530235501,-4.493727885357401e-06
0.001680111478292758,-4.479344285268638e-06
0.001680116424983245,-4.467339307367979e-06
0.00168012136816286,-4.455300527617112e-06
0.001680126352497371,-4.443117606500735e-06
0.001680134105727744,-4.424078624332139e-06
0.001680141503607431,-4.405812275898313e-06
0.001680149806546201,-4.385195355283145e-06
0.001680152127644833,-4.37940998487818e-06
0.001680152819446457,-4.377683812784028e-06
0.001680154203049705,-4.374228931958157e-06
0.001680155808997701,-4.370214611970624e-06
0.001680156320184325,-4.368935864640378e-06
0.001680156968992433,-4.367312191000394e-06
0.001680157224667646,-4.366672147204653e-06
0.001680157494491262,-4.365996559396734e-06
0.001680157755161543,-4.365343767576135e-06
0.001680158033823727,-4.364645787902077e-06
0.001680158390758878,-4.363751554992135e-06
0.001680158945776033,-4.362360615850491e-06
0.001680159409713805,-4.361197517788185e-06
0.001680159653535701,-4.360586100649044e-06
0.001680159760977271,-4.360316642193496e-06
0.001680159901648502,-4.359963815536716e-06
0.001680160009014369,-4.359694499189715e-06
0.001680160114570227,-4.359429704559048e-06
0.001680160294720691,-4.358977740093195e-06
0.001680160436368354,-4.358622329947437e-06
0.001680160560760912,-4.358310186303171e-06
0.001680160697125237,-4.357967970936016e-06
0.001680160850780758,-4.35758232275596e-06
0.001680161035061379,-4.357119757436578e-06
0.001680161265933496,-4.356540157290922e-06
0.001680161566154697,-4.355786316523336e-06
0.001680161942463477,-4.354841198095372e-06
0.001680162412540672,-4.353660226774636e-06
0.001680163040038103,-4.352083164294029e-06
0.00168016397269975,-4.349737867448411e-06
0.001680165378046834,-4.346201059046706e-06
0.001680167080428977,-4.341912066996301e-06
0.001680169059549362,-4.336919473768575e-06
0.001680171392191651,-4.331026270065763e-06
0.001680174059772597,-4.324275215461526e-06
0.001680176782785428,-4.317371062434461e-06
0.001680179332817782,-4.310893778169955e-06
0.001680181911718194,-4.3043316551028e-06
0.001680185163729815,-4.296040299278658e-06
0.001680190534331948,-4.282307239256156e-06
0.0016802,-4.257981565558566e-06
0.001680201078451718,-4.255199261171683e-06
0.001680202135462238,-4.252470988674872e-06
0.001680203744546324,-4.248314374066808e-06
0.001680206180799631,-4.242012727750932e-06
0.001680211053306244,-4.229379095166408e-06
0.001680220798319472,-4.203990546791658e-06
0.001680240288345928,-4.152731898798834e-06
0.001680279268398839,-4.04831969658126e-06
0.001680357228504661,-3.832173712803311e-06
0.001680513148716306,-3.372747835239664e-06
